id,eje,subfila_de,indicador,escala,base_anio,base_anio_texto,base_valor,meta_2015,meta_2020,meta_2025,meta_2030,anios_sin_meta_numerica
1.1,1,,Procedimientos administrativos publicados en el Registro Único de Mejora Regulatoria,redactada,,,,,,Todos los que la Administración exija (art. 39),Todos los que la Administración exija (art. 39),"2015,2020"
